DIRECTION,Month of Month,ROUTE_NAME,TIME_PERIOD_NAME,Prc Trips at Crowding Threshold
OUTBOUND,July 2024,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,June 2024,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,May 2024,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,April 2024,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,March 2024,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,February 2024,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,January 2024,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,December 2023,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,November 2023,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,October 2023,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,September 2023,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,August 2023,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,July 2023,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,June 2023,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,May 2023,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,April 2023,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,March 2023,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,February 2023,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,January 2023,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,December 2022,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,November 2022,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,October 2022,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,September 2022,036 - 36 TERESITA,0900 Mid-Day (9am-2pm),0%
OUTBOUND,September 2025,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,August 2025,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,July 2025,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,June 2025,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,May 2025,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,April 2025,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,March 2025,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,February 2025,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,January 2025,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,December 2024,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,November 2024,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,October 2024,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,September 2024,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,August 2024,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,July 2024,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,June 2024,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,May 2024,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,April 2024,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,March 2024,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,February 2024,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,January 2024,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,December 2023,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,November 2023,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,October 2023,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,September 2023,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,August 2023,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,July 2023,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,June 2023,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,May 2023,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,April 2023,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,March 2023,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,February 2023,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,January 2023,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,December 2022,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,November 2022,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,October 2022,036 - 36 TERESITA,1400 School (2pm-4pm),0%
OUTBOUND,September 2025,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,August 2025,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,July 2025,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,June 2025,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,May 2025,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,April 2025,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,March 2025,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,February 2025,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,January 2025,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,December 2024,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,November 2024,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,October 2024,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,September 2024,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,August 2024,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,July 2024,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,June 2024,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,May 2024,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,April 2024,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),2%
OUTBOUND,March 2024,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,February 2024,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,January 2024,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,December 2023,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,November 2023,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,October 2023,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,September 2023,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,August 2023,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,July 2023,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,June 2023,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,May 2023,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,April 2023,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,March 2023,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,February 2023,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,January 2023,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,December 2022,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,November 2022,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,October 2022,036 - 36 TERESITA,1600 PM Peak (4pm-7pm),0%
OUTBOUND,September 2025,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,August 2025,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,July 2025,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,June 2025,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,May 2025,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,April 2025,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,March 2025,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,February 2025,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,January 2025,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,December 2024,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,November 2024,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,October 2024,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,September 2024,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,August 2024,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,July 2024,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,June 2024,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,May 2024,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,April 2024,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,March 2024,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,February 2024,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,January 2024,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,December 2023,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,November 2023,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,October 2023,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,September 2023,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,August 2023,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,July 2023,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,June 2023,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,May 2023,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,April 2023,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,March 2023,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,February 2023,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,January 2023,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,December 2022,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,November 2022,036 - 36 TERESITA,1900 Evening (7pm-10pm),0%
OUTBOUND,September 2025,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,August 2025,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,July 2025,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,June 2025,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,May 2025,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,April 2025,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,March 2025,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,February 2025,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,January 2025,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,December 2024,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,November 2024,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,October 2024,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,September 2024,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,August 2024,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,July 2024,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,June 2024,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,May 2024,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,April 2024,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,March 2024,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,February 2024,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,January 2024,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,December 2023,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,November 2023,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,October 2023,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,September 2023,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,August 2023,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,July 2023,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,June 2023,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,May 2023,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,April 2023,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,March 2023,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,February 2023,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,January 2023,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,December 2022,036 - 36 TERESITA,2200 Night (10pm-1am),0%
OUTBOUND,September 2025,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,August 2025,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,July 2025,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,June 2025,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,May 2025,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,April 2025,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,March 2025,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,February 2025,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,January 2025,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,December 2024,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,November 2024,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,October 2024,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,September 2024,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,August 2024,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,July 2024,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,June 2024,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,May 2024,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,April 2024,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,March 2024,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,February 2024,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,January 2024,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,December 2023,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,November 2023,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,October 2023,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,September 2023,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,August 2023,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,July 2023,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,June 2023,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,May 2023,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,April 2023,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,March 2023,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,February 2023,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,January 2023,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,December 2022,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,November 2022,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,October 2022,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,September 2022,037 - 37 CORBETT,0600 AM Peak (6am-9am),0%
OUTBOUND,September 2025,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,August 2025,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,July 2025,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,June 2025,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,May 2025,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,April 2025,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,March 2025,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),1%
OUTBOUND,February 2025,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),1%
OUTBOUND,January 2025,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,December 2024,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,November 2024,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,October 2024,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,September 2024,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,August 2024,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,July 2024,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,June 2024,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,May 2024,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,April 2024,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,March 2024,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,February 2024,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,January 2024,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,December 2023,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,November 2023,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,October 2023,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,September 2023,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,August 2023,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,July 2023,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,June 2023,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,May 2023,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,April 2023,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),1%
OUTBOUND,March 2023,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,February 2023,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,January 2023,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,December 2022,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,November 2022,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),1%
OUTBOUND,October 2022,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,September 2022,037 - 37 CORBETT,0900 Mid-Day (9am-2pm),0%
OUTBOUND,September 2025,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,August 2025,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,July 2025,037 - 37 CORBETT,1400 School (2pm-4pm),1%
OUTBOUND,June 2025,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,May 2025,037 - 37 CORBETT,1400 School (2pm-4pm),2%
OUTBOUND,April 2025,037 - 37 CORBETT,1400 School (2pm-4pm),2%
OUTBOUND,March 2025,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,February 2025,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,January 2025,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,December 2024,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,November 2024,037 - 37 CORBETT,1400 School (2pm-4pm),1%
OUTBOUND,October 2024,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,September 2024,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,August 2024,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,July 2024,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,June 2024,037 - 37 CORBETT,1400 School (2pm-4pm),2%
OUTBOUND,May 2024,037 - 37 CORBETT,1400 School (2pm-4pm),2%
OUTBOUND,April 2024,037 - 37 CORBETT,1400 School (2pm-4pm),1%
OUTBOUND,March 2024,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,February 2024,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,January 2024,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,December 2023,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,November 2023,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,October 2023,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,September 2023,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,August 2023,037 - 37 CORBETT,1400 School (2pm-4pm),1%
OUTBOUND,July 2023,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,June 2023,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,May 2023,037 - 37 CORBETT,1400 School (2pm-4pm),1%
OUTBOUND,April 2023,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,March 2023,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,February 2023,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,January 2023,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,December 2022,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,November 2022,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,October 2022,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,September 2022,037 - 37 CORBETT,1400 School (2pm-4pm),0%
OUTBOUND,September 2025,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),1%
OUTBOUND,August 2025,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),1%
OUTBOUND,July 2025,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),1%
OUTBOUND,June 2025,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),1%
OUTBOUND,May 2025,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),1%
OUTBOUND,April 2025,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),3%
OUTBOUND,March 2025,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,February 2025,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,January 2025,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),1%
OUTBOUND,December 2024,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,November 2024,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,October 2024,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),1%
OUTBOUND,September 2024,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,August 2024,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,July 2024,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),1%
OUTBOUND,June 2024,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),1%
OUTBOUND,May 2024,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),1%
OUTBOUND,April 2024,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),3%
OUTBOUND,March 2024,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),1%
OUTBOUND,February 2024,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,January 2024,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),2%
OUTBOUND,December 2023,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,November 2023,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,October 2023,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),1%
OUTBOUND,September 2023,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,August 2023,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,July 2023,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),1%
OUTBOUND,June 2023,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,May 2023,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,April 2023,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,March 2023,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),1%
OUTBOUND,February 2023,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,January 2023,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,December 2022,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,November 2022,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,October 2022,037 - 37 CORBETT,1600 PM Peak (4pm-7pm),0%
OUTBOUND,September 2025,037 - 37 CORBETT,1900 Evening (7pm-10pm),0%
OUTBOUND,August 2025,037 - 37 CORBETT,1900 Evening (7pm-10pm),0%
OUTBOUND,July 2025,037 - 37 CORBETT,1900 Evening (7pm-10pm),0%
OUTBOUND,June 2025,037 - 37 CORBETT,1900 Evening (7pm-10pm),0%
OUTBOUND,May 2025,037 - 37 CORBETT,1900 Evening (7pm-10pm),0%
OUTBOUND,April 2025,037 - 37 CORBETT,1900 Evening (7pm-10pm),0%
OUTBOUND,March 2025,037 - 37 CORBETT,1900 Evening (7pm-10pm),0%
OUTBOUND,February 2025,037 - 37 CORBETT,1900 Evening (7pm-10pm),0%
OUTBOUND,January 2025,037 - 37 CORBETT,1900 Evening (7pm-10pm),0%
OUTBOUND,December 2024,037 - 37 CORBETT,1900 Evening (7pm-10pm),0%
OUTBOUND,November 2024,037 - 37 CORBETT,1900 Evening (7pm-10pm),0%
OUTBOUND,October 2024,037 - 37 CORBETT,1900 Evening (7pm-10pm),0%
